Body_style,City,Class,Color,Fuel,Km,Link,Make,Model,Price,Title,Transmission,Used_since
,Mokattam,,Black,gas,"55,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6980404,MG,HS,1170000,Used MG HS 2021 for sale Mokattam,automatic,2021
,Mokattam,,Bronze,gas,"85,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/eclipse/6980406,Mitsubishi,Eclipse,1150000,Used Mitsubishi Eclipse 2018 for sale Mokattam,automatic,2018
SUV,Tagamo3 - New Cairo,,Dark grey,gas,"37,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/6980419,Mitsubishi,Eclipse Cross,1350000,Used Mitsubishi Eclipse Cross 2020 for sale Tagamo3 - New Cairo,automatic,2020
,Cairo,,Gray,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6982772,MG,5,850000,Used MG 5 2021 for sale Cairo,automatic,2021
Sedan,Heliopolis,,Gray,gas,"20,000 Km",https://eg.hatla2ee.com/en/car/mercedes/e-300/6981458,Mercedes,E 300,3600000,Mercedes-Benz E300AMG Coupe 2020,automatic,2020
SUV,Heliopolis,,Black,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/audi/q8/6982779,Audi,Q8,4700000,Audi Q8 Quattro S-line 2021,automatic,2021
Hatchback,Heliopolis,,White,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/audi/a3/6982783,Audi,A3,1250000,Audi A3 2015 Coupe,automatic,2015
,Cairo,,Black,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/bmw/x5/6982785,BMW,X5,2100000,Used BMW X5 2017 for sale Cairo,automatic,2017
SUV,Heliopolis,,Black,gas,"240,000 Km",https://eg.hatla2ee.com/en/car/audi/q3/6982789,Audi,Q3,1000000,Audi Q3 2015,automatic,2015
Hatchback,Cairo,,Silver,gas,"22,000 Km",https://eg.hatla2ee.com/en/car/geely/gelly-pandino/6982781,Geely,Pandino,295000,Used Geely Pandino 2013 for sale Cairo,manual,2013
,Sharqia,,Olive,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/mercedes/230/6982798,Mercedes,230,260000,Used Mercedes 230 1981 for sale Sharqia,automatic,1981
Sedan,Cairo,,Gray,gas,"240,000 Km",https://eg.hatla2ee.com/en/car/renault/rainbow/6982583,Renault,Rainbow,100000,Used Renault Rainbow 1999 for sale Cairo,manual,1999
,Maadi,,Black,gas,"287,000 Km",https://eg.hatla2ee.com/en/car/skoda/superb/6982756,Skoda,Superb,680000,Used Skoda Superb 2010 for sale Maadi,automatic,2010
Sedan,6 October,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/200/6982788,Mercedes,200,150000,Used Mercedes 200 1980 for sale 6 October,manual,1980
Hatchback,Tagamo3 - New Cairo,,Silver,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/seat/leon/6982811,Seat,Leon,850000,Used Seat Leon 2018 for sale Tagamo3 - New Cairo,automatic,2018
SUV,Nasr city,,Black,gas,"8,000 Km",https://eg.hatla2ee.com/en/car/mercedes/GLS/6982815,Mercedes,GLS,9250000,Mercedes-Benz GLS 2024,automatic,2024
Sedan,Maadi,,Red,gas,"14,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6982796,MG,5,830000,Used MG 5 2021 for sale Maadi,automatic,2021
SUV,Heliopolis,,Gray,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/bmw/x3/6982829,BMW,X3,2500000,BMW X3 2019 M40,automatic,2019
,Tagamo3 - New Cairo,,Black,gas,,https://eg.hatla2ee.com/en/new-car/imported/mercedes/cla-200/6982831,Mercedes,CLA 200,3150000,Imported new Mercedes CLA 200 2025 for sale Tagamo3 - New Cairo,automatic,2025
Sedan,Tagamo3 - New Cairo,,Black,gas,"206,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6982839,Opel,Astra,600000,Opel astra 2016,manual,2016
,Tagamo3 - New Cairo,,Dark grey,gas,"9,000 Km",https://eg.hatla2ee.com/en/car/mercedes/C-200-AMG/6982850,Mercedes,C 200 AMG,3400000,Imported used Mercedes C 200 AMG 2023 for sale Tagamo3 - New Cairo,automatic,2023
,Maadi,,Silver,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6982818,Toyota,Corolla,400000,Used Toyota Corolla 2003 for sale Maadi,automatic,2003
Coupe,Heliopolis,,Gray,gas,"12,000 Km",https://eg.hatla2ee.com/en/car/bmw/440i/6982853,BMW,440i,6500000,Used BMW 440i 2022 for sale Heliopolis,automatic,2022
,Tagamo3 - New Cairo,,Red,gas,"102,000 Km",https://eg.hatla2ee.com/en/car/nissan/qashqai/6946443,Nissan,Qashqai,760000,Used Nissan Qashqai 2016 for sale Tagamo3 - New Cairo,automatic,2016
Sedan,Helwan,,Silver,gas,"413,000 Km",https://eg.hatla2ee.com/en/car/hyundai/accent/6982856,Hyundai,Accent,215000,Used Hyundai Accent 2001 for sale Helwan,manual,2001
,Heliopolis,,Brown,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/mercedes/e-300/6976137,Mercedes,E 300,1650000,Used Mercedes E 300 2010 for sale Heliopolis,automatic,2010
Sedan,Mohandessin,,Gold,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6982870,Renault,Logan,385000,Used Renault Logan 2016 for sale Mohandessin,manual,2016
,Tagamo3 - New Cairo,,Petroleum,gas,"93,000 Km",https://eg.hatla2ee.com/en/car/hyundai/tucson/6982843,Hyundai,Tucson,1750000,Used Hyundai Tucson 2022 for sale Tagamo3 - New Cairo,automatic,2022
,Shubra al-Khaimah,,Red,gas,"139,000 Km",https://eg.hatla2ee.com/en/car/brilliance/frv/6980403,Brilliance,FRV,310000,Used Brilliance FRV 2012 for sale Shubra al-Khaimah,manual,2012
Sedan,Heliopolis,,Dark grey,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/jaguar/xf/6982842,Jaguar,XF,1900000,Used Jaguar XF 2019 for sale Heliopolis,automatic,2019
Sedan,6 October,,Red,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/128/6982835,Fiat,128,200000,Used Fiat 128 2001 for sale 6 October,manual,2001
Hatchback,Kafr el-Sheikh,,Black,gas,"108,000 Km",https://eg.hatla2ee.com/en/car/opel/corsa/6982819,Opel,Corsa,360000,Used Opel Corsa 2013 for sale Kafr el-Sheikh,automatic,2013
Sedan,Delengat,,White,gas,"50,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6982640,Opel,Astra,900000,Used Opel Astra 2020 for sale Delengat,automatic,2020
Hatchback,Hadayek October,,Silver,gas,"39,000 Km",https://eg.hatla2ee.com/en/car/suzuki/alto/6982897,Suzuki,Alto,320000,Used Suzuki Alto 2016 for sale Hadayek October,manual,2016
,Tagamo3 - New Cairo,,Silver,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-280/6973494,Mercedes,C 280,1150000,Used Mercedes C 280 2008 for sale Tagamo3 - New Cairo,automatic,2008
SUV,Alexandria,,Beige,gas,270 Km,https://eg.hatla2ee.com/en/car/chery/Tiggo-4-Pro/6982904,Chery,Tiggo 4 Pro,971000,Used Chery Tiggo 4 Pro 2025 for sale Alexandria,automatic,2025
,Sharqia,,Gray,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/kia/forte/6982911,Kia,Forte,700000,Used Kia Forte 2010 for sale Sharqia,automatic,2010
,El Mahalla,,Gold,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/hyundai/getz/6982903,Hyundai,Getz,457000,Used Hyundai Getz 2009 for sale El Mahalla,automatic,2009
Sedan,Cairo,,Blue,gas,"195,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/6982913,Peugeot,301,500000,Used Peugeot 301 2015 for sale Cairo,automatic,2015
,6 October,,Blue,gas,"360,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6982766,Chevrolet,Aveo,240000,Used Chevrolet Aveo 2008 for sale 6 October,manual,2008
,Faiyum,,Dark blue,gas,0 Km,https://eg.hatla2ee.com/en/car/peugeot/504/6982860,Peugeot,504,100000,Used Peugeot 504 1979 for sale Faiyum,manual,1979
,Alexandria,,White,gas,"1,000 Km",https://eg.hatla2ee.com/en/car/kia/carnival/6980781,Kia,Carnival,3450000,Imported used Kia Carnival 2024 for sale Alexandria,automatic,2024
Sedan,Alexandria,,Silver,gas,"83,000 Km",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6982869,Chery,Arrizo 5,500000,Used Chery Arrizo 5 2022 for sale Alexandria,manual,2022
Sedan,6 October,,White,gas,"8,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-180/6982921,Mercedes,C 180,2900000,Used Mercedes C 180 2023 for sale 6 October,automatic,2023
,Beheira,,White,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/6982925,Hyundai,Verna,240000,Used Hyundai Verna 2007 for sale Beheira,manual,2007
MiniVans,Alexandria,,Silver,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/suzuki/ertiga/6982895,Suzuki,Ertiga,750000,Used Suzuki Ertiga 2015 for sale Alexandria,automatic,2015
,Nasr city,,Silver,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6982951,Chevrolet,Lanos,290000,Used Chevrolet Lanos 2016 for sale Nasr city,manual,2016
SUV,Al Shorouk,,Black,gas,"102,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/6982946,Chery,Tiggo 3,550000,Used Chery Tiggo 3 2018 for sale Al Shorouk,automatic,2018
,El Haram,,Red,gas,"210,000 Km",https://eg.hatla2ee.com/en/car/peugeot/408/6982592,Peugeot,408,450000,Used Peugeot 408 2012 for sale El Haram,automatic,2012
Sedan,Sadat City,,Gold,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/opel/vectra/6982955,Opel,Vectra,240000,Used Opel Vectra 1997 for sale Sadat City,manual,1997
,Cairo,,Silver,gas,"373,703 Km",https://eg.hatla2ee.com/en/car/toyota/avensis/6982963,Toyota,Avensis,450000,Used Toyota Avensis 2005 for sale Cairo,manual,2005
,6 October,,Black,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6982962,Hyundai,Elantra MD,750000,Used Hyundai Elantra MD 2016 for sale 6 October,automatic,2016
,Heliopolis,,Black,gas,"77,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6982977,MG,HS,1100000,Used MG HS 2021 for sale Heliopolis,automatic,2021
,6 October,,Blue,gas,"126,000 Km",https://eg.hatla2ee.com/en/car/renault/captur/6982982,Renault,Captur,600000,Used Renault Captur 2017 for sale 6 October,automatic,2017
,6 October,,Silver,gas,"285,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6982984,Renault,Logan,330000,Used Renault Logan 2012 for sale 6 October,automatic,2012
,Giza,,Other,gas,"137,000 Km",https://eg.hatla2ee.com/en/car/kia/soul/6982983,Kia,Soul,720000,Used Kia Soul 2009 for sale Giza,automatic,2009
Hatchback,Cairo,,Black,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/hyundai/atos/6982985,Hyundai,Atos,275000,Used Hyundai Atos 2011 for sale Cairo,manual,2011
Hatchback,Alexandria,,Gray,gas,"72,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6982989,Renault,Sandero Step Way,620000,Used Renault Sandero Step Way 2019 for sale Alexandria,automatic,2019
,Mansoura,,White,gas,"142,354 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6982991,Hyundai,Elantra MD,590000,Used Hyundai Elantra MD 2013 for sale Mansoura,automatic,2013
,El Mahalla,,Cyan,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6983005,Skoda,Octavia A7,870000,Used Skoda Octavia A7 2015 for sale El Mahalla,automatic,2015
Hatchback,Tagamo3 - New Cairo,,White,gas,,https://eg.hatla2ee.com/en/new-car/imported/mercedes/a-200/6983006,Mercedes,A 200,3000000,Imported new Mercedes A 200 2024 for sale Tagamo3 - New Cairo,automatic,2024
Sedan,Kafr el-Sheikh,,Red,gas,"95,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/6982958,Toyota,Corolla,720000,Used Toyota Corolla 2007 for sale Kafr el-Sheikh,automatic,2007
,Asyut,,White,gas,"163,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-1/6983009,Daewoo,Nubira 1,225000,Used Daewoo Nubira 1 1997 for sale Asyut,automatic,1997
,Luxor,,Dark red,diesel,"300,000 Km",https://eg.hatla2ee.com/en/car/isuzu/dmax/6983013,Isuzu,D max,750000,Used Isuzu D max 2008 for sale Luxor,automatic,2008
SUV,Tagamo3 - New Cairo,,Blue,gas,,https://eg.hatla2ee.com/en/new-car/imported/mercedes/GLA-200/6983016,Mercedes,GLA 200,3650000,Imported new Mercedes GLA 200 2025 for sale Tagamo3 - New Cairo,automatic,2025
Sedan,Tagamo3 - New Cairo,,Black,gas,"159,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/6980619,Peugeot,301,650000,Used Peugeot 301 2019 for sale Tagamo3 - New Cairo,automatic,2019
,Maadi,,Bronze,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/hyundai/veloster/6983030,Hyundai,Veloster,1150000,Used Hyundai Veloster 2016 for sale Maadi,automatic,2016
Sedan,Madinaty,,Black,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6983029,Hyundai,Elantra MD,720000,Used Hyundai Elantra MD 2016 for sale Madinaty,automatic,2016
,6 October,,Dark green,gas,0 Km,https://eg.hatla2ee.com/en/car/suzuki/vitara/6983031,Suzuki,Vitara,265000,Used Suzuki Vitara 2002 for sale 6 October,automatic,2002
4x4,Sheraton,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6971015,Skoda,Kodiaq,3100000,Skoda Kodiaq  selection 2024,automatic,2024
,Alexandria,,Dark red,gas,0 Km,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-2/6983033,Volkswagen,Golf 2,250000,Used Volkswagen Golf 2 1989 for sale Alexandria,automatic,1989
,Pyramids Gardens,,Other,gas,"237,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/cruze/6983037,Chevrolet,Cruze,410000,Used Chevrolet Cruze 2010 for sale Pyramids Gardens,automatic,2010
,Obour City,,Dark red,gas,"125,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/passat/6983039,Volkswagen,Passat,1100000,Used Volkswagen Passat 2017 for sale Obour City,automatic,2017
,Tagamo3 - New Cairo,,Red,gas,"69,000 Km",https://eg.hatla2ee.com/en/car/nissan/juke/6983044,Nissan,Juke,975000,Used Nissan Juke 2021 for sale Tagamo3 - New Cairo,automatic,2021
,Heliopolis,,Black,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/bmw/320/6983047,BMW,320,750000,Used BMW 320 2009 for sale Heliopolis,automatic,2009
Sedan,Mohandessin,,Silver,gas,"78,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6983062,MG,6,975000,MG 6 2021,automatic,2021
SUV,Obour City,,Silver,gas,"235,000 Km",https://eg.hatla2ee.com/en/car/changan/cs-35/6983063,Changan,CS 35,470000,Used Changan CS 35 2015 for sale Obour City,automatic,2015
Sedan,El Haram,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/ford/focus/6983080,Ford,Focus,600000,Used Ford Focus 2014 for sale El Haram,automatic,2014
,Shobra,,Silver,gas,"93,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6983081,Opel,Astra,800000,Used Opel Astra 2018 for sale Shobra,automatic,2018
Hatchback,Agamy,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/renault/sandero/6983083,Renault,Sandero,180000,Used Renault Sandero 2006 for sale Agamy,manual,2006
Sedan,Zagazig,,Red,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6983097,Mitsubishi,Lancer EX Shark,590000,Used Mitsubishi Lancer EX Shark 2015 for sale Zagazig,automatic,2015
Sedan,Cairo,,Black,gas,"158,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/6983099,BMW,318,1300000,Used BMW 318 2019 for sale Cairo,automatic,2019
,Tagamo3 - New Cairo,,Dark red,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/hyundai/tucson/6983103,Hyundai,Tucson,1450000,Used Hyundai Tucson 2021 for sale Tagamo3 - New Cairo,automatic,2021
,Sohag,,Dark red,gas,"207,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/6983107,Renault,Logan,300000,Used Renault Logan 2010 for sale Sohag,manual,2010
,Nasr city,,Black,gas,"169,000 Km",https://eg.hatla2ee.com/en/car/kia/carens/6980693,Kia,Carens,750000,Used Kia Carens 2012 for sale Nasr city,automatic,2012
,Cairo,,Black,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6980697,Mitsubishi,Lancer EX Shark,999999,Used Mitsubishi Lancer EX Shark 2016 for sale Cairo,automatic,2016
4x4,Tagamo3 - New Cairo,,Black,gas,"189,000 Km",https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6980705,Jeep,Grand Cherokee,1800000,Used Jeep Grand Cherokee 2015 for sale Tagamo3 - New Cairo,automatic,2015
,Nasr city,,Blue,gas,"92,000 Km",https://eg.hatla2ee.com/en/car/seat/ibiza/6983108,Seat,Ibiza,1025000,Used Seat Ibiza 2021 for sale Nasr city,automatic,2021
,Tagamo3 - New Cairo,,White,gas,"69,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-6/6983111,MG,6,1135000,Used MG 6 2024 for sale Tagamo3 - New Cairo,automatic,2024
SUV,Dakahlia,,White,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/6983113,Chery,Tiggo 3,720000,Used Chery Tiggo 3 2021 for sale Dakahlia,automatic,2021
,El Minya,,Red,gas,"206,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/6983116,Chevrolet,Lanos,375000,Used Chevrolet Lanos 2013 for sale El Minya,manual,2013
,Sadat City,,Gray,gas,"165,000 Km",https://eg.hatla2ee.com/en/car/lada/granta/6981600,Lada,Granta,250000,Used Lada Granta 2016 for sale Sadat City,manual,2016
Sedan,Maadi,,Bronze,gas,"49,000 Km",https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6982534,Suzuki,Swift Dzire                                                                                            || Dzire,525000,Used Suzuki Swift Dzire 2022 for sale Maadi,manual,2022
Sedan,Nasr city,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/e-200/6982817,Mercedes,E 200,5600000,Mercedes-Benz E200 2024,automatic,2024
,Maadi,,Red,gas,"34,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/Rx5/6983123,MG,Rx5,1150000,Used MG Rx5 2021 for sale Maadi,automatic,2021
SUV,Tagamo3 - New Cairo,,Gray,gas,"35,000 Km",https://eg.hatla2ee.com/en/car/audi/q7/6982784,Audi,Q7,4000000,Audi Q7 2022 وكيييل,automatic,2022
,10th of Ramadan,,Black,gas,"310,000 Km",https://eg.hatla2ee.com/en/car/daihatsu/terios/6983125,Daihatsu,Terios,550000,Used Daihatsu Terios 2010 for sale 10th of Ramadan,automatic,2010
,Sohag,,White,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/6983124,Daewoo,Nubira 2,280000,Used Daewoo Nubira 2 2001 for sale Sohag,automatic,2001
,Alexandria,,White,diesel,"300,000 Km",https://eg.hatla2ee.com/en/car/toyota/hilux/6983132,Toyota,Hilux,790000,Used Toyota Hilux 2013 for sale Alexandria,manual,2013
Sedan,Tagamo3 - New Cairo,,Gray,gas,"11,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-200/6983136,Mercedes,C 200,3300000,Mercedes-Benz C200 2023,automatic,2023
Sedan,Tagamo3 - New Cairo,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/cla-200/6983138,Mercedes,CLA 200,3350000,CLA 200 2025 ارخص زيرو فى مصر,automatic,2025
Sedan,Tagamo3 - New Cairo,,White,gas,"7,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-180/6983139,Mercedes,C 180,3250000,Mercedes-Benz C180 2023,automatic,2023
Sedan,Tagamo3 - New Cairo,,Dark red,gas,"9,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-200/6983142,Mercedes,C 200,3200000,Mercedes-Benz C200 2023,automatic,2023
SUV,Tagamo3 - New Cairo,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/GLC-200/6983143,Mercedes,GLC 200,5550000,Mercedes-Benz GLC 200 2024,automatic,2024
SUV,Tagamo3 - New Cairo,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6983141,Mercedes,GLC 300,6250000,GLC 300 2025 REAR AXLE,automatic,2025
Sedan,Tagamo3 - New Cairo,,Black,gas,"9,100 Km",https://eg.hatla2ee.com/en/car/mercedes/c-200/6983144,Mercedes,C 200,3650000,C200 2023 AMG,automatic,2023
,Cairo,,Silver,gas,"19,000 Km",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/6983150,Chery,Arrizo 5,640000,Used Chery Arrizo 5 2023 for sale Cairo,automatic,2023
Sedan,Tagamo3 - New Cairo,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/c-180/6983148,Mercedes,C 180,3400000,Mercedes-Benz C180 2025 AMG,automatic,2025
Sedan,Tagamo3 - New Cairo,,Black,Electric,"4,000 Km",https://eg.hatla2ee.com/en/car/porsche/other-porsche/6983149,Porsche,Other,5975000,Porsche Taycan 2024,automatic,2024
SUV,Tagamo3 - New Cairo,,White,gas,"22,000 Km",https://eg.hatla2ee.com/en/car/bmw/x6/6983156,BMW,X6,7950000,BMW X6 M60 2024,automatic,2024
,Cairo,,Black,gas,"2,000 Km",https://eg.hatla2ee.com/en/car/honda/crv/6983159,Honda,CRV,2500000,Used Honda CRV 2022 for sale Cairo,automatic,2022
4x4,Tagamo3 - New Cairo,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/land-rover/Velar/6983155,Land Rover,Velar,5900000,Land Rover Velar 2025,automatic,2025
4x4,Tagamo3 - New Cairo,,Gray,gas,0 Km,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6983161,Skoda,Kodiaq,3195000,Skoda Kodiaq 2025,automatic,2025
Sedan,Cairo,,Black,natural gas,"350,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/6983160,Byd,F3,300000,Used Byd F3 2013 for sale Cairo,manual,2013
,Cairo,,Dark blue,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6983165,Chevrolet,Aveo,440000,Used Chevrolet Aveo 2018 for sale Cairo,automatic,2018
,Sheraton,,Red,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/seat/leon/6983167,Seat,Leon,560000,Used Seat Leon 2011 for sale Sheraton,automatic,2011
,6 October,,Dark blue,gas,"38,000 Km",https://eg.hatla2ee.com/en/car/cupra/Formentor/6983168,Cupra,Formentor,2000000,Used Cupra Formentor 2023 for sale 6 October,automatic,2023
Sedan,Heliopolis,,Gray,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/e-200/6983171,Mercedes,E 200,6100000,E200 2025 FULL REAR AXLE,automatic,2025
,Alexandria,,Silver,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/lada/2107/6983134,Lada,2107,80000,Used Lada 2107 2003 for sale Alexandria,automatic,2003
,Cairo,,Silver,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6983173,Hyundai,Accent RB,560000,Used Hyundai Accent RB 2015 for sale Cairo,automatic,2015
SUV,Heliopolis,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/glc-300/6983174,Mercedes,GLC 300,5750000,GLC 300 2024 ارخص زيرو كامله فرش ديزاينو,automatic,2024
Sedan,Monufia,,White,gas,"141,000 Km",https://eg.hatla2ee.com/en/car/daewoo/lanos/6983175,Daewoo,Lanos,250000,Used Daewoo Lanos 2005 for sale Monufia,manual,2005
Sedan,Tagamo3 - New Cairo,,Black,gas,"7,000 Km",https://eg.hatla2ee.com/en/car/bmw/320/6983177,BMW,320,3195000,BMW 320 2024 M Sport,automatic,2024
,El Mahalla,,Dark grey,gas,"49,700 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6980765,Nissan,Sunny,580000,Used Nissan Sunny 2022 for sale El Mahalla,automatic,2022
4x4,Tagamo3 - New Cairo,,Beige,gas,"14,000 Km",https://eg.hatla2ee.com/en/car/land-rover/Velar/6983184,Land Rover,Velar,4650000,Land Rover Velar HSE 2021,automatic,2021
,Damietta,,Silver,gas,"111,000 Km",https://eg.hatla2ee.com/en/car/kia/picanto/6983085,Kia,Picanto,620000,Used Kia Picanto 2020 for sale Damietta,automatic,2020
